"EpocaAño","Cumplimiento estrategia Mtto","CumplimientoProgramaMtto","ReadyBAcklog","HH Actv Gnerales","HH En la Maquina","Otras HH","TipoMantenimiento","Disciplina","Fe.CreadaOrden","fe.Ejecutada","dias_para_diferencia"
"Verano",0.881,0.912,5.93,0.2,2,0.9,"Preventivo","Mecanica",2019-10-07,2020-03-02,147
"Verano",0.881,0.912,5.93,0.1,2,0.9,"Preventivo","Mecanica CBM",2019-10-07,2020-03-02,147
"Verano",0.881,0.912,5.93,0,2,0,"Preventivo","Mecanica CBM",2019-07-05,2020-03-02,241
"Verano",0.881,0.912,5.93,0.1,2,2.2,"Preventivo","Mecanica CBM",2019-05-28,2020-03-02,279
"Verano",0.881,0.912,5.93,0,10,1.3,"Correctivo","Instrumentos",2019-05-30,2020-03-02,277
"Verano",0.881,0.912,5.93,1.3,12,1.3,"Preventivo","Mecanica VAL",2019-07-29,2020-03-02,217
"Verano",0.881,0.912,5.93,1,12,2.1,"Preventivo","Mecanica VAL",2019-10-07,2020-03-02,147
"Verano",0.881,0.912,5.93,0.3,0.5,0.6,"Correctivo","Instrumentos",2019-12-16,2020-03-02,77
"Verano",0.881,0.912,5.93,1.5,18,1.6,"Correctivo","Mecanica VAL",2019-06-14,2020-03-02,262
"Verano",0.881,0.912,5.93,1.6,4,3.6,"Correctivo","Pozoz",2020-02-21,2020-03-02,10
"Verano",0.881,0.912,5.93,0.2,4,0,"Correctivo","Pozoz",2020-02-04,2020-03-02,27
"Verano",0.881,0.912,5.93,0.6,4,2.8,"Correctivo","Pozoz",2020-02-06,2020-03-02,25
"Verano",0.881,0.912,5.93,0.4,3,0.6,"Correctivo","Pozoz",2020-02-20,2020-03-02,11
"Verano",0.881,0.912,5.93,0.3,2,0,"Correctivo","Instrumentos",2020-02-10,2020-03-02,21
"Verano",0.881,0.912,5.93,1.3,10,1.5,"Correctivo","Instrumentos",2020-02-03,2020-03-02,28
"Verano",0.881,0.912,5.93,0,12,0,"Correctivo","Instrumentos",2020-02-10,2020-03-02,21
"Verano",0.881,0.912,5.93,1,10,1.2,"Correctivo","Instrumentos",2020-01-01,2020-03-02,61
"Verano",0.881,0.912,5.93,0.7,10,1.2,"Correctivo","Instrumentos",2019-12-17,2020-03-02,76
"Verano",0.881,0.912,5.93,0.5,10,0.6,"Correctivo","Instrumentos",2019-09-17,2020-03-02,167
"Verano",0.881,0.912,5.93,0.8,7,1.2,"Preventivo","Mecanica",2019-10-07,2020-03-02,147
"Verano",0.881,0.912,5.93,0.4,6.5,0.9,"Preventivo","Mecanica",2019-08-16,2020-03-02,199
"Verano",0.881,0.912,5.93,0.8,7,1.4,"Preventivo","Mecanica",2019-07-05,2020-03-02,241
"Verano",0.881,0.912,5.93,0.8,7,1.1,"Preventivo","Mecanica",2019-06-17,2020-03-02,259
"Verano",0.881,0.912,5.93,0.8,7,1.1,"Preventivo","Mecanica",2019-07-05,2020-03-02,241
"Verano",0.881,0.912,5.93,0.7,7,1.4,"Preventivo","Mecanica",2019-06-17,2020-03-02,259
"Verano",0.881,0.912,5.93,0.9,3,1.9,"Preventivo","Mecanica",2019-08-16,2020-03-02,199
"Verano",0.881,0.912,5.93,0.5,9.2,3,"Preventivo","Linea de Mtto",2019-10-07,2020-03-02,147
"Verano",0.881,0.912,5.93,0.9,12,3.5,"Preventivo","Linea de Mtto",2019-08-16,2020-03-02,199
"Verano",0.881,0.912,5.93,0.8,6,2.2,"Correctivo","Pozoz",2020-02-12,2020-03-02,19
"Verano",0.881,0.912,5.93,1.3,16,0.7,"Preventivo","Mecanica",2019-12-10,2020-03-02,83
"Verano",0.881,0.912,5.93,0,2,0.6,"Preventivo","Mecanica",2019-09-30,2020-03-02,154
"Verano",0.881,0.912,5.93,0.2,2,0,"Preventivo","Mecanica",2019-09-30,2020-03-02,154
"Verano",0.881,0.912,5.93,0.5,8,1,"Correctivo","Instrumentos",2020-02-17,2020-03-02,14
"Verano",0.881,0.912,5.93,0.3,4,0,"Correctivo","Instrumentos",2020-02-17,2020-03-02,14
"Verano",0.881,0.912,5.93,0.7,4,1.2,"Correctivo","Instrumentos",2020-02-21,2020-03-02,10
"Verano",0.881,0.912,5.93,0.5,4,0.8,"Correctivo","Instrumentos",2020-01-09,2020-03-02,53
"Verano",0.881,0.912,5.93,0.5,10,0.3,"Correctivo","Instrumentos",2020-02-06,2020-03-02,25
"Verano",0.881,0.912,5.93,0.5,8,1,"Correctivo","Instrumentos",2020-01-27,2020-03-02,35
"Verano",0.881,0.912,5.93,0.3,8,1.2,"Correctivo","Instrumentos",2020-02-14,2020-03-02,17
"Verano",0.881,0.912,5.93,0.5,4,0.6,"Correctivo","Instrumentos",2020-01-30,2020-03-02,32
"Verano",0.881,0.912,5.93,0.8,3,1.2,"Correctivo","Instrumentos",2020-01-27,2020-03-02,35
"Verano",0.881,0.912,5.93,0.8,3,1,"Correctivo","Instrumentos",2020-01-27,2020-03-02,35
"Verano",0.881,0.912,5.93,0.5,6,0.9,"Correctivo","Instrumentos",2019-12-17,2020-03-02,76
"Verano",0.881,0.912,5.93,0.5,11,0.6,"Correctivo","Instrumentos",2020-02-06,2020-03-02,25
"Verano",0.881,0.912,5.93,0.1,4,0,"Correctivo","Instrumentos",2020-02-21,2020-03-02,10
"Verano",0.881,0.912,5.93,0.5,8,0.6,"Correctivo","Instrumentos",2020-01-16,2020-03-02,46
"Verano",0.881,0.912,5.93,0,6,1.2,"Correctivo","Instrumentos",2020-01-13,2020-03-02,49
"Verano",0.881,0.912,5.93,0.4,6,0.2,"Correctivo","Instrumentos",2020-02-19,2020-03-02,12
"Verano",0.881,0.912,5.93,0,14,0,"Correctivo","Instrumentos",2020-01-27,2020-03-02,35
"Verano",0.881,0.912,5.93,0.3,3.2,0.9,"Correctivo","Instrumentos",2019-11-07,2020-03-02,116
"Verano",0.881,0.912,5.93,0.3,8,0.7,"Correctivo","Instrumentos",2020-01-30,2020-03-02,32
"Verano",0.881,0.912,5.93,0.3,6,0.8,"Correctivo","Instrumentos",2020-01-30,2020-03-02,32
"Verano",0.881,0.912,5.93,0.5,7,0.6,"Correctivo","Instrumentos",2019-12-12,2020-03-02,81
"Verano",0.881,0.912,5.93,0.5,10,1.5,"Correctivo","Instrumentos",2020-02-05,2020-03-02,26
"Verano",0.881,0.912,5.93,0.7,6,1.4,"Correctivo","Instrumentos",2020-02-05,2020-03-02,26
"Verano",0.881,0.912,5.93,0.5,2,0,"Preventivo","Instrumentos",2019-10-02,2020-03-03,153
"Verano",0.881,0.912,5.93,0,2,0,"Preventivo","Instrumentos",2019-10-02,2020-03-03,153
"Verano",0.881,0.912,5.93,0,2,2.5,"Preventivo","Instrumentos",2019-10-02,2020-03-03,153
"Verano",0.881,0.912,5.93,0.5,3,0,"Preventivo","Instrumentos",2019-10-02,2020-03-03,153
"Verano",0.881,0.912,5.93,0,3,2.5,"Preventivo","Instrumentos",2019-10-02,2020-03-03,153
"Verano",0.881,0.912,5.93,0.5,3,0,"Preventivo","Instrumentos",2019-09-26,2020-03-03,159
"Verano",0.881,0.912,5.93,0,3,2.5,"Preventivo","Instrumentos",2019-09-26,2020-03-03,159
"Verano",0.881,0.912,5.93,0.5,2,0,"Preventivo","Instrumentos",2019-09-26,2020-03-03,159
"Verano",0.881,0.912,5.93,0,2,0,"Preventivo","Instrumentos",2019-09-26,2020-03-03,159
"Verano",0.881,0.912,5.93,0,2,2.5,"Preventivo","Instrumentos",2019-09-26,2020-03-03,159
"Verano",0.881,0.912,5.93,0.5,1,0,"Preventivo","Instrumentos",2019-09-19,2020-03-03,166
"Verano",0.881,0.912,5.93,0,1,0,"Preventivo","Instrumentos",2019-09-19,2020-03-03,166
"Verano",0.881,0.912,5.93,0,2,0,"Preventivo","Instrumentos",2019-09-19,2020-03-03,166
"Verano",0.881,0.912,5.93,0,2,2.5,"Preventivo","Instrumentos",2019-09-19,2020-03-03,166
"Verano",0.881,0.912,5.93,0,3,2.5,"Preventivo","Instrumentos",2019-09-19,2020-03-03,166
"Verano",0.881,0.912,5.93,0.5,1,0,"Preventivo","Instrumentos",2019-09-12,2020-03-03,173
"Verano",0.881,0.912,5.93,0,2,0,"Preventivo","Instrumentos",2019-09-12,2020-03-03,173
"Verano",0.881,0.912,5.93,0,3,2.5,"Preventivo","Instrumentos",2019-09-12,2020-03-03,173
"Verano",0.881,0.912,5.93,0.5,3,0,"Preventivo","Instrumentos",2019-09-12,2020-03-03,173
"Verano",0.881,0.912,5.93,0,3,2.5,"Preventivo","Instrumentos",2019-09-12,2020-03-03,173
"Verano",0.881,0.912,5.93,0.5,3,0,"Preventivo","Instrumentos",2019-09-05,2020-03-03,180
"Verano",0.881,0.912,5.93,0,3,2.5,"Preventivo","Instrumentos",2019-09-05,2020-03-03,180
"Verano",0.881,0.912,5.93,0.5,3,0,"Preventivo","Instrumentos",2019-09-05,2020-03-03,180
"Verano",0.881,0.912,5.93,0,3,2.5,"Preventivo","Instrumentos",2019-09-05,2020-03-03,180
"Verano",0.881,0.912,5.93,0.5,3,0,"Preventivo","Instrumentos",2019-08-28,2020-03-03,188
"Verano",0.881,0.912,5.93,0.5,3,0,"Preventivo","Instrumentos",2019-08-21,2020-03-03,195
"Verano",0.881,0.912,5.93,0,3,0,"Preventivo","Instrumentos",2019-08-21,2020-03-03,195
"Verano",0.881,0.912,5.93,0,2,0.5,"Preventivo","Instrumentos",2019-08-21,2020-03-03,195
"Verano",0.881,0.912,5.93,0,2,0.5,"Preventivo","Instrumentos",2019-08-21,2020-03-03,195
"Verano",0.881,0.912,5.93,0.5,3,0,"Preventivo","Instrumentos",2019-08-06,2020-03-03,210
"Verano",0.881,0.912,5.93,0,3,1,"Preventivo","Instrumentos",2019-08-06,2020-03-03,210
"Verano",0.881,0.912,5.93,0,3,0,"Preventivo","Instrumentos",2019-08-06,2020-03-03,210
"Verano",0.881,0.912,5.93,0.5,3,0,"Preventivo","Instrumentos",2019-08-06,2020-03-03,210
"Verano",0.881,0.912,5.93,0,3,1,"Preventivo","Instrumentos",2019-08-06,2020-03-03,210
"Verano",0.881,0.912,5.93,0,1,1,"Preventivo","Instrumentos",2019-08-01,2020-03-03,215
"Verano",0.881,0.912,5.93,0.5,3,0,"Preventivo","Instrumentos",2019-08-01,2020-03-03,215
"Verano",0.881,0.912,5.93,0,2,0,"Preventivo","Instrumentos",2019-08-01,2020-03-03,215
"Verano",0.881,0.912,5.93,0,3,0,"Preventivo","Instrumentos",2019-08-01,2020-03-03,215
"Verano",0.881,0.912,5.93,0.5,1,0,"Preventivo","Instrumentos",2019-08-01,2020-03-03,215
"Verano",0.881,0.912,5.93,0.5,3,0,"Preventivo","Instrumentos",2019-07-24,2020-03-03,223
"Verano",0.881,0.912,5.93,0.5,2,0,"Preventivo","Instrumentos",2019-06-27,2020-03-03,250
"Verano",0.881,0.912,5.93,0.8,6.8,1.5,"Correctivo","Electricidad",2019-09-26,2020-03-03,159
"Verano",0.881,0.912,5.93,0.7,5,2.6,"Correctivo","Pozoz",2019-05-27,2020-03-03,281
"Verano",0.881,0.912,5.93,0.4,1,1.1,"Correctivo","Pozoz",2020-01-23,2020-03-03,40
"Verano",0.881,0.912,5.93,0.8,3,0.4,"Correctivo","Pozoz",2020-01-22,2020-03-03,41
"Verano",0.881,0.912,5.93,0.7,7.3,1,"Correctivo","Electricidad",2020-03-03,2020-03-03,0
"Verano",0.881,0.912,5.93,0.8,7,1.4,"Correctivo","Mecanica VAL",2019-06-17,2020-03-05,262
"Verano",0.881,0.912,5.93,0.3,8,1,"Correctivo","Mecanica VAL",2019-06-20,2020-03-05,259
"Verano",0.881,0.912,5.93,0.8,14,0,"Correctivo","Instrumentos",2019-11-19,2020-03-06,108
"Verano",0.881,0.912,5.93,0.7,10,1.5,"Correctivo","Instrumentos",2019-06-27,2020-03-06,253
"Verano",0.881,0.912,5.93,0,3,0,"Preventivo","Instrumentos",2019-11-19,2020-03-06,108
"Verano",0.881,0.912,5.93,0.7,10,0.9,"Correctivo","Instrumentos",2019-06-27,2020-03-06,253
"Verano",0.881,0.912,5.93,0,10,0,"Correctivo","Instrumentos",2019-12-12,2020-03-06,85
"Verano",0.881,0.912,5.93,1.5,14,1.6,"Correctivo","Mecanica VAL",2019-06-12,2020-03-06,268
"Verano",0.881,0.912,5.93,0.8,14,3.3,"Correctivo","Mecanica VAL",2019-06-20,2020-03-06,260
"Verano",0.881,0.912,5.93,0.5,12,0.5,"Correctivo","Instrumentos",2019-05-28,2020-03-06,283
"Verano",0.881,0.912,5.93,0,2,0,"Preventivo","Instrumentos",2019-11-19,2020-03-06,108
"Verano",0.881,0.912,5.93,0,2,0,"Preventivo","Instrumentos",2019-11-19,2020-03-06,108
"Verano",0.881,0.912,5.93,0,3,0,"Preventivo","Instrumentos",2019-11-19,2020-03-06,108
"Verano",0.881,0.912,5.93,0,3,0,"Preventivo","Instrumentos",2019-11-19,2020-03-06,108
"Verano",0.881,0.912,5.93,0,3,0,"Preventivo","Instrumentos",2019-11-19,2020-03-06,108
"Verano",0.881,0.912,5.93,0,3,0,"Preventivo","Instrumentos",2019-11-19,2020-03-06,108
"Verano",0.881,0.912,5.93,0,3,0,"Preventivo","Instrumentos",2019-11-19,2020-03-06,108
"Verano",0.881,0.912,5.93,0,3,0,"Preventivo","Instrumentos",2019-11-19,2020-03-06,108
"Verano",0.881,0.912,5.93,0.8,6,3,"Correctivo","Pozoz",2020-02-12,2020-03-08,25
"Verano",0.881,0.912,5.93,0.8,4,1.1,"Correctivo","Mecanica",2020-01-31,2020-03-08,37
"Verano",0.881,0.912,5.93,0.5,3,0,"Correctivo","Mecanica VAL",2019-08-12,2020-03-08,209
"Verano",0.881,0.912,5.93,0.5,2,1.3,"Correctivo","Mecanica",2020-01-15,2020-03-08,53
"Verano",0.881,0.912,5.93,1.3,2,2,"Correctivo","Mecanica",2020-01-15,2020-03-08,53
"Verano",0.881,0.912,5.93,1,18.7,3.1,"Correctivo","Mecanica",2019-10-21,2020-03-08,139
"Verano",0.881,0.912,5.93,0.5,8,0.6,"Correctivo","Mecanica",2020-01-02,2020-03-08,66
"Verano",0.881,0.912,5.93,0,4,1.1,"Correctivo","Mecanica",2020-01-29,2020-03-08,39
"Verano",0.881,0.912,5.93,0.3,2,0,"Correctivo","Mecanica",2020-01-15,2020-03-08,53
"Verano",0.881,0.912,5.93,0.8,11,1.7,"Correctivo","Mecanica",2020-01-20,2020-03-08,48
"Verano",0.881,0.912,5.93,1.5,4,0,"Correctivo","Mecanica",2019-11-05,2020-03-08,124
"Verano",0.881,0.912,5.93,0.8,7,1.5,"Correctivo","Mecanica",2019-11-25,2020-03-08,104
"Verano",0.881,0.912,5.93,0.5,13,2.1,"Correctivo","Mecanica",2019-09-16,2020-03-08,174
"Verano",0.881,0.912,5.93,0.8,7,1.4,"Correctivo","Mecanica",2019-11-26,2020-03-08,103
"Verano",0.881,0.912,5.93,0.8,8,1.1,"Correctivo","Mecanica",2020-01-20,2020-03-08,48
"Verano",0.881,0.912,5.93,0.3,10,0.9,"Correctivo","Mecanica",2019-12-13,2020-03-08,86
"Verano",0.881,0.912,5.93,1,19,2,"Correctivo","Mecanica",2019-10-28,2020-03-08,132
"Verano",0.881,0.912,5.93,0.8,7,0.8,"Correctivo","Mecanica",2019-11-26,2020-03-08,103
"Verano",0.881,0.912,5.93,0.3,2,0.9,"Correctivo","Mecanica",2020-01-15,2020-03-08,53
"Verano",0.881,0.912,5.93,0.8,9,0.9,"Correctivo","Mecanica",2019-12-04,2020-03-08,95
"Verano",0.881,0.912,5.93,1,11,2.3,"Correctivo","Mecanica",2020-01-23,2020-03-08,45
"Verano",0.881,0.912,5.93,0.3,2,1.6,"Correctivo","Pozoz",2020-02-11,2020-03-08,26
"Verano",0.881,0.912,5.93,0.8,8.3,2.1,"Correctivo","Mecanica",2019-09-23,2020-03-08,167
"Verano",0.881,0.912,5.93,0.8,7,1.4,"Correctivo","Mecanica",2020-01-31,2020-03-08,37
"Verano",0.881,0.912,5.93,0.4,6,0.9,"Correctivo","Mecanica",2019-11-12,2020-03-08,117
"Verano",0.881,0.912,5.93,1,14,3.6,"Correctivo","Mecanica VAL",2020-02-03,2020-03-08,34
"Verano",0.881,0.912,5.93,0.5,7,1.7,"Correctivo","Linea de Mtto",2019-10-24,2020-03-08,136
"Verano",0.881,0.912,5.93,0.7,3,2.2,"Correctivo","Pozoz",2019-09-12,2020-03-08,178
"Verano",0.881,0.912,5.93,1.3,14,2.6,"Correctivo","Pozoz",2020-01-10,2020-03-08,58
"Verano",0.881,0.912,5.93,0.8,8,3.2,"Correctivo","Pozoz",2020-01-14,2020-03-08,54
"Verano",0.881,0.912,5.93,0.7,6,3.2,"Correctivo","Linea de Mtto",2019-09-09,2020-03-08,181
"Verano",0.881,0.912,5.93,0.7,6,3.2,"Correctivo","Linea de Mtto",2019-09-09,2020-03-08,181
"Verano",0.881,0.912,5.93,0,8,2,"Correctivo","Mecanica",2020-01-02,2020-03-08,66
"Verano",0.881,0.912,5.93,0.4,6,0.8,"Correctivo","Mecanica VAL",2020-02-05,2020-03-08,32
"Verano",0.881,0.912,5.93,1.5,14,2.5,"Correctivo","Mecanica",2020-01-30,2020-03-08,38
"Verano",0.881,0.912,5.93,0.4,3.5,0.6,"Correctivo","Mecanica",2020-01-02,2020-03-08,66
"Verano",0.881,0.912,5.93,0,9,3,"Correctivo","Mecanica",2020-01-03,2020-03-08,65
"Verano",0.881,0.912,5.93,0.8,4,0,"Correctivo","Mecanica",2020-01-07,2020-03-08,61
"Verano",0.881,0.912,5.93,0.4,3.5,0.9,"Correctivo","Mecanica",2020-01-03,2020-03-08,65
"Verano",0.881,0.912,5.93,0.8,4,0.9,"Correctivo","Mecanica",2020-01-22,2020-03-08,46
"Verano",0.881,0.912,5.93,0.8,8.5,3.3,"Correctivo","Mecanica",2020-01-02,2020-03-08,66
"Verano",0.881,0.912,5.93,0.5,7,1.7,"Correctivo","Instrumentos",2019-12-12,2020-03-09,88
"Verano",0.881,0.912,5.93,0.5,7,1.7,"Correctivo","Instrumentos",2019-12-12,2020-03-09,88
"Verano",0.881,0.912,5.93,0,6,0,"Preventivo","Instrumentos",2019-11-19,2020-03-09,111
"Verano",0.881,0.912,5.93,0,6,0,"Preventivo","Instrumentos",2019-11-19,2020-03-09,111
"Verano",0.881,0.912,5.93,0.5,6,0,"Preventivo","Linea de Mtto",2019-11-19,2020-03-09,111
"Verano",0.881,0.912,5.93,0.5,6,0,"Preventivo","Linea de Mtto",2019-11-19,2020-03-09,111
"Verano",0.881,0.912,5.93,0.5,6,0,"Preventivo","Linea de Mtto",2019-11-19,2020-03-09,111
"Verano",0.881,0.912,5.93,0.5,6,0,"Preventivo","Linea de Mtto",2019-11-19,2020-03-09,111
"Verano",0.881,0.912,5.93,0,6,0,"Preventivo","Instrumentos",2019-11-19,2020-03-09,111
"Verano",0.881,0.912,5.93,0.8,20,1.4,"Preventivo","Electricidad",2019-11-19,2020-03-10,112
"Verano",0.881,0.912,5.93,0.7,7.2,1.2,"Preventivo","Electricidad",2019-10-07,2020-03-10,155
"Verano",0.881,0.912,5.93,1,15,2,"Preventivo","Electricidad",2019-10-07,2020-03-10,155
"Verano",0.881,0.912,5.93,0.5,5,0.6,"Preventivo","Electricidad",2019-11-19,2020-03-10,112
"Verano",0.881,0.912,5.93,1,5,0.6,"Preventivo","Electricidad",2019-11-19,2020-03-10,112
"Verano",0.881,0.912,5.93,1.1,15,0,"Preventivo","Mecanica CBM",2019-11-19,2020-03-10,112
"Verano",0.881,0.912,5.93,0.1,4,1,"Preventivo","Mecanica CBM",2019-10-07,2020-03-10,155
"Verano",0.881,0.912,5.93,0.2,2,0,"Preventivo","Linea de Mtto",2019-10-07,2020-03-10,155
"Verano",0.881,0.912,5.93,0.3,2,3.5,"Preventivo","Linea de Mtto",2019-10-07,2020-03-10,155
"Verano",0.881,0.912,5.93,0.2,2,2.2,"Preventivo","Linea de Mtto",2019-10-07,2020-03-10,155
"Verano",0.881,0.912,5.93,0.3,2,0,"Preventivo","Linea de Mtto",2019-10-07,2020-03-10,155
"Verano",0.881,0.912,5.93,0.5,2,3.5,"Preventivo","Linea de Mtto",2019-10-07,2020-03-10,155
"Verano",0.881,0.912,5.93,0.5,8,1.4,"Preventivo","Linea de Mtto",2019-10-07,2020-03-10,155
"Verano",0.881,0.912,5.93,0.2,4,2.5,"Preventivo","Linea de Mtto",2019-10-07,2020-03-10,155
"Verano",0.881,0.912,5.93,0.3,2,0,"Preventivo","Linea de Mtto",2019-10-07,2020-03-10,155
"Verano",0.881,0.912,5.93,0.5,6,2.5,"Preventivo","Linea de Mtto",2019-10-07,2020-03-10,155
"Verano",0.881,0.912,5.93,0.5,7,1.6,"Preventivo","Electricidad",2019-07-29,2020-03-10,225
"Verano",0.881,0.912,5.93,0.2,2,0,"Preventivo","Linea de Mtto",2019-07-05,2020-03-10,249
"Verano",0.881,0.912,5.93,0.2,2,0,"Preventivo","Linea de Mtto",2019-07-05,2020-03-10,249
"Verano",0.881,0.912,5.93,0.2,7.3,1,"Preventivo","Electricidad",2019-05-28,2020-03-10,287
"Verano",0.881,0.912,5.93,1,15,2,"Preventivo","Electricidad",2019-05-28,2020-03-10,287
"Verano",0.881,0.912,5.93,0.2,16,1.2,"Preventivo","Mecanica CBM",2019-10-07,2020-03-10,155
"Verano",0.881,0.912,5.93,0.8,2,0,"Preventivo","Electricidad",2019-12-10,2020-03-10,91
"Verano",0.881,0.912,5.93,0.4,11,2,"Preventivo","Mecanica CBM",2019-10-07,2020-03-10,155
"Verano",0.881,0.912,5.93,0.1,3,0,"Correctivo","Mecanica CBM",2019-12-09,2020-03-10,92
"Verano",0.881,0.912,5.93,0.1,3,1,"Correctivo","Mecanica CBM",2019-12-09,2020-03-10,92
"Verano",0.881,0.912,5.93,0.5,10,1.2,"Preventivo","Electricidad",2019-11-19,2020-03-10,112
"Verano",0.881,0.912,5.93,0.5,10,1.6,"Preventivo","Electricidad",2019-08-16,2020-03-10,207
"Verano",0.881,0.912,5.93,0,6,1.1,"Preventivo","Electricidad",2019-08-16,2020-03-10,207
"Verano",0.881,0.912,5.93,0.1,3,0,"Correctivo","Mecanica CBM",2019-12-09,2020-03-10,92
"Verano",0.881,0.912,5.93,0.3,8,1.2,"Preventivo","Electricidad",2019-11-19,2020-03-10,112
"Verano",0.881,0.912,5.93,1,15,1.9,"Correctivo","Electricidad",2020-02-14,2020-03-10,25
"Verano",0.881,0.912,5.93,0.6,6,2.5,"Preventivo","Electricidad",2019-07-29,2020-03-10,225
"Verano",0.881,0.912,5.93,0.1,3,0,"Correctivo","Mecanica CBM",2019-12-09,2020-03-10,92
"Verano",0.881,0.912,5.93,0.5,10,0.9,"Preventivo","Electricidad",2019-11-19,2020-03-10,112
"Verano",0.881,0.912,5.93,0.3,10,1.6,"Preventivo","Electricidad",2019-08-16,2020-03-10,207
"Verano",0.881,0.912,5.93,0.4,16,2,"Preventivo","Mecanica CBM",2019-10-07,2020-03-10,155
"Verano",0.881,0.912,5.93,0.1,3,0,"Correctivo","Mecanica CBM",2019-12-09,2020-03-10,92
"Verano",0.881,0.912,5.93,0.1,3,0,"Correctivo","Mecanica CBM",2019-12-09,2020-03-10,92
"Verano",0.881,0.912,5.93,0.1,3,0,"Correctivo","Mecanica CBM",2019-12-09,2020-03-10,92
"Verano",0.881,0.912,5.93,0.8,2,0,"Preventivo","Electricidad",2019-12-10,2020-03-10,91
"Verano",0.881,0.912,5.93,0.5,10,1.2,"Preventivo","Electricidad",2019-11-19,2020-03-10,112
"Verano",0.881,0.912,5.93,1.3,10,1.2,"Preventivo","Electricidad",2019-08-16,2020-03-10,207
"Verano",0.881,0.912,5.93,0.1,3,0,"Correctivo","Mecanica CBM",2019-12-09,2020-03-10,92
"Verano",0.881,0.912,5.93,0.1,3,1,"Correctivo","Mecanica CBM",2019-12-09,2020-03-10,92
"Verano",0.881,0.912,5.93,0.1,3,0,"Correctivo","Mecanica CBM",2019-12-09,2020-03-10,92
"Verano",0.881,0.912,5.93,0,5,0.5,"Correctivo","Electricidad",2019-11-26,2020-03-10,105
"Verano",0.881,0.912,5.93,0.1,3,1,"Correctivo","Mecanica CBM",2019-12-09,2020-03-10,92
"Verano",0.881,0.912,5.93,0.1,3,0,"Correctivo","Mecanica CBM",2019-12-09,2020-03-10,92
"Verano",0.881,0.912,5.93,0,5,0.5,"Correctivo","Electricidad",2019-11-26,2020-03-10,105
"Verano",0.881,0.912,5.93,0.8,4,3.3,"Preventivo","Pozoz",2019-10-07,2020-03-10,155
"Verano",0.881,0.912,5.93,0.4,1.2,1.1,"Correctivo","Pozoz",2020-01-21,2020-03-10,49
"Verano",0.881,0.912,5.93,0.4,4.4,3.6,"Correctivo","Pozoz",2020-01-27,2020-03-10,43
"Verano",0.881,0.912,5.93,0.8,2,0.7,"Preventivo","Electricidad",2019-12-10,2020-03-10,91
"Verano",0.881,0.912,5.93,0.1,1.5,0.6,"Preventivo","Electricidad",2019-11-19,2020-03-10,112
"Verano",0.881,0.912,5.93,0.5,2,0,"Preventivo","Electricidad",2019-07-29,2020-03-10,225
"Verano",0.881,0.912,5.93,0.6,5,2.1,"Preventivo","Electricidad",2019-12-10,2020-03-10,91
"Verano",0.881,0.912,5.93,0.5,5,0.5,"Preventivo","Electricidad",2019-07-29,2020-03-10,225
"Verano",0.881,0.912,5.93,0.8,4,0.7,"Preventivo","Electricidad",2019-08-16,2020-03-10,207
"Verano",0.881,0.912,5.93,0.4,4,1.3,"Preventivo","Electricidad",2019-06-17,2020-03-10,267
"Verano",0.881,0.912,5.93,1.6,4,3.2,"Correctivo","Pozoz",2019-10-11,2020-03-10,151
"Verano",0.881,0.912,5.93,0.3,2,2.4,"Preventivo","Linea de Mtto",2019-11-19,2020-03-10,112
"Verano",0.881,0.912,5.93,0.2,2,2.4,"Preventivo","Linea de Mtto",2019-11-19,2020-03-10,112
"Verano",0.881,0.912,5.93,0.6,6,2.9,"Preventivo","Linea de Mtto",2019-11-19,2020-03-10,112
"Verano",0.881,0.912,5.93,0.6,6,2.9,"Preventivo","Linea de Mtto",2019-11-19,2020-03-10,112
"Verano",0.881,0.912,5.93,0.5,4,2.5,"Correctivo","Linea de Mtto",2019-11-06,2020-03-10,125
"Verano",0.881,0.912,5.93,0.8,3,0,"Correctivo","Pozoz",2020-02-12,2020-03-10,27
"Verano",0.881,0.912,5.93,1,19,3,"Preventivo","Electricidad",2019-12-10,2020-03-10,91
"Verano",0.881,0.912,5.93,1.5,14,2.5,"Preventivo","Electricidad",2019-05-28,2020-03-10,287
"Verano",0.881,0.912,5.93,0.8,6,1.5,"Preventivo","Electricidad",2019-11-19,2020-03-10,112
"Verano",0.881,0.912,5.93,0.8,6,1.5,"Preventivo","Electricidad",2019-11-19,2020-03-10,112
"Verano",0.881,0.912,5.93,1,14,3,"Preventivo","Electricidad",2019-08-16,2020-03-10,207
"Verano",0.881,0.912,5.93,0.5,6,1.1,"Preventivo","Electricidad",2019-08-16,2020-03-10,207
"Verano",0.881,0.912,5.93,0.5,6,1.1,"Preventivo","Electricidad",2019-08-16,2020-03-10,207
"Verano",0.881,0.912,5.93,0.5,6,1.1,"Preventivo","Electricidad",2019-08-16,2020-03-10,207
"Verano",0.881,0.912,5.93,1.2,19,2.9,"Preventivo","Electricidad",2019-12-10,2020-03-10,91
"Verano",0.881,0.912,5.93,1,14,3,"Preventivo","Electricidad",2019-05-28,2020-03-10,287
"Verano",0.881,0.912,5.93,0.3,8,1.1,"Correctivo","Electricidad",2020-02-11,2020-03-10,28
"Verano",0.881,0.912,5.93,0.3,8,0.2,"Correctivo","Electricidad",2020-02-11,2020-03-10,28
