"semana","Disciplina","Epoca del año","Cumplimiento_Estrategia","Cumplimiento_Programa","Ready_Backlog","HH_Actv_Gnerales","HH_En_la_Maquina","Otras_HH"
"2019-1","Instrumentos","Verano",0.98,0.95,5.16,0.37,3.27,0.67
"2019-10","Pozoz","Verano",0.99,0.92,4.67,0.3,1.8,1.9
"2019-11","Instrumentos","Verano",0.99,0.92,4.67,0.2,0.5,0
"2019-12","Instrumentos","Verano",0.99,0.92,4.67,1.05,8,1.55
"2019-12","Mecanica","Verano",0.99,0.92,4.67,0.7,9,1.3
"2019-12","Pozoz","Verano",0.99,0.92,4.67,0.6,3.3,2.2
"2019-15","Instrumentos","Verano",0.99,0.94,5.65,0.05,6.1,0.5
"2019-16","Instrumentos","Verano",0.99,0.94,5.65,0.57,8.33,1.93
"2019-17","Instrumentos","Verano",0.99,0.94,5.65,0.5,6.5,0.9
"2019-17","Pozoz","Verano",0.99,0.94,5.65,0.5,16,1.5
"2019-18","Instrumentos","Invierno",0.99,0.94,5.96,0.5,10.7,1.5
"2019-18","Mecanica VAL","Invierno",0.99,0.94,5.96,1.5,14,2.5
"2019-19","Electricidad","Invierno",0.99,0.94,5.96,0.1,2,0.35
"2019-19","Pozoz","Invierno",0.99,0.94,5.96,0.5,16,1.5
"2019-2","Electricidad","Verano",0.98,0.95,5.16,0.9,8.8,1.55
"2019-2","Instrumentos","Verano",0.98,0.95,5.16,0.57,6.68,1.57
"2019-2","Mecanica","Verano",0.98,0.95,5.16,0.5,6,1.05
"2019-2","Pozoz","Verano",0.98,0.95,5.16,0.69,4.52,2.5
"2019-20","Instrumentos","Invierno",0.99,0.94,5.96,0.23,6,0.87
"2019-20","Pozoz","Invierno",0.99,0.94,5.96,0.5,7,1.5
"2019-21","Instrumentos","Invierno",0.99,0.94,5.96,0.25,4.15,2.05
"2019-21","Mecanica VAL","Invierno",0.99,0.94,5.96,1.5,14,2.6
"2019-21","Pozoz","Invierno",0.99,0.94,5.96,0.85,5,3.65
"2019-23","Instrumentos","Invierno",0.99,0.94,5.78,1,4.3,3.8
"2019-23","Mecanica","Invierno",0.99,0.94,5.78,0.5,7,1.5
"2019-23","Mecanica VAL","Invierno",0.99,0.94,5.78,0.42,10.6,1.56
"2019-24","Instrumentos","Invierno",0.99,0.94,5.78,0.54,6.41,1.14
"2019-24","Linea de Mtto","Invierno",0.99,0.94,5.78,0.83,11.07,3.1
"2019-24","Mecanica","Invierno",0.99,0.94,5.78,0.83,9.67,1
"2019-24","Pozoz","Invierno",0.99,0.94,5.78,0.8,6.58,3.35
"2019-25","Electricidad","Invierno",0.99,0.94,5.78,0.85,11.15,2.9
"2019-25","Pozoz","Invierno",0.99,0.94,5.78,1,6,2.2
"2019-26","Instrumentos","Invierno",0.99,0.94,5.78,0.46,5.68,1.44
"2019-26","Pozoz","Invierno",0.99,0.94,5.78,0.93,6.98,2.75
"2019-27","Instrumentos","Invierno",0.99,0.95,5.75,1,12,2.1
"2019-28","Instrumentos","Invierno",0.99,0.95,5.75,2,7,1.5
"2019-28","Mecanica","Invierno",0.99,0.95,5.75,0.8,4,0.9
"2019-3","Electricidad","Verano",0.98,0.95,5.16,0.8,12.25,3.3
"2019-3","Instrumentos","Verano",0.98,0.95,5.16,0.52,4.08,0.7
"2019-3","Mecanica CBM","Verano",0.98,0.95,5.16,0.5,8,0.6
"2019-3","Pozoz","Verano",0.98,0.95,5.16,0.4,1,1.6
"2019-30","Pozoz","Invierno",0.99,0.95,5.75,0.75,3.67,2.47
"2019-31","Instrumentos","Invierno",0.99,0.95,5.75,0.39,5.53,0.94
"2019-31","Linea de Mtto","Invierno",0.99,0.95,5.75,0.5,5.67,3.83
"2019-31","Pozoz","Invierno",0.99,0.95,5.75,0.83,4.38,3.07
"2019-32","Instrumentos","Invierno",0.99,0.91,5.17,0.3,2,0
"2019-32","Pozoz","Invierno",0.99,0.91,5.17,1.4,12.4,4.6
"2019-33","Instrumentos","Invierno",0.99,0.91,5.17,0.39,6.31,1.01
"2019-33","Linea de Mtto","Invierno",0.99,0.91,5.17,0.65,8,0.75
"2019-33","Pozoz","Invierno",0.99,0.91,5.17,0.98,9.5,3.15
"2019-35","Instrumentos","Invierno",0.99,0.91,5.17,0.8,9,1.5
"2019-36","Electricidad","Invierno",0.99,0.94,5.88,0.5,7,1.5
"2019-36","Instrumentos","Invierno",0.99,0.94,5.88,0.32,4.88,0.9
"2019-37","Instrumentos","Invierno",0.99,0.94,5.88,0.45,7.26,1.23
"2019-37","Linea de Mtto","Invierno",0.99,0.94,5.88,1.05,13.5,1.5
"2019-37","Pozoz","Invierno",0.99,0.94,5.88,0.68,5.9,2.76
"2019-39","Instrumentos","Invierno",0.99,0.94,5.88,0.38,5.5,0.88
"2019-39","Linea de Mtto","Invierno",0.99,0.94,5.88,0.5,6,1
"2019-39","Pozoz","Invierno",0.99,0.94,5.88,0.61,4.22,1.97
"2019-4","Instrumentos","Verano",0.98,0.95,5.16,0.5,16.9,2
"2019-40","Electricidad","Verano",0.99,0.93,5.91,0.5,7,5.5
"2019-41","Mecanica VAL","Verano",0.99,0.93,5.91,0,12,0
"2019-42","Instrumentos","Verano",0.99,0.93,5.91,0.38,6.28,1.12
"2019-42","Linea de Mtto","Verano",0.99,0.93,5.91,0.75,9.5,1.5
"2019-43","Instrumentos","Verano",0.99,0.93,5.91,0.38,4.46,0.89
"2019-43","Linea de Mtto","Verano",0.99,0.93,5.91,0.72,6.71,2.58
"2019-43","Mecanica","Verano",0.99,0.93,5.91,1.45,15.2,1.35
"2019-43","Pozoz","Verano",0.99,0.93,5.91,0.86,4.06,2.41
"2019-44","Instrumentos","Verano",0.99,0.93,5.91,0.49,8.55,1.6
"2019-44","Linea de Mtto","Verano",0.99,0.93,5.91,0.69,8,2.43
"2019-44","Pozoz","Verano",0.99,0.93,5.91,0.62,4.38,2.75
"2019-45","Mecanica","Verano",0.99,0.92,5.89,0.83,9.98,2.15
"2019-45","Mecanica CBM","Verano",0.99,0.92,5.89,0.35,11.27,1.46
"2019-47","Electricidad","Verano",0.99,0.92,5.89,1.8,7,5.4
"2019-5","Electricidad","Verano",0.98,0.94,5.49,0.6,9,1.7
"2019-5","Instrumentos","Verano",0.99,0.94,5.82,0.1,2,0
"2019-5","Mecanica","Verano",0.98,0.94,5.66,1.18,11.88,1.93
"2019-50","Mecanica VAL","Verano",0.99,0.94,5.46,1.6,7,1.5
"2019-7","Instrumentos","Verano",0.99,0.94,5.82,0.4,8.75,1.45
"2019-8","Instrumentos","Verano",0.99,0.94,5.82,0.45,6.5,0.3
"2019-8","Mecanica","Verano",0.99,0.94,5.82,1.3,7.5,1.35
"2019-9","Electricidad","Verano",0.99,0.94,5.59,0.85,9.43,2.28
"2019-9","Instrumentos","Verano",0.99,0.94,5.82,0.55,10.62,2.4
"2019-9","Mecanica","Verano",0.99,0.92,4.67,0.8,9.65,2.14
"2019-9","Mecanica VAL","Verano",0.99,0.92,4.67,0.75,8,1.55
"2019-9","Pozoz","Verano",0.99,0.92,4.67,0.79,7.24,2.61
"2020-10","Electricidad","Verano",0.99,0.91,5.93,0.68,7.68,2.27
"2020-10","Instrumentos","Verano",0.99,0.91,5.93,0.53,7.62,0.89
"2020-10","Linea de Mtto","Verano",0.99,0.91,5.93,0.55,6.06,1.89
"2020-10","Mecanica","Verano",0.99,0.91,5.93,0.74,8.59,1.75
"2020-10","Mecanica CBM","Verano",0.99,0.91,5.93,0.36,3.33,0.42
"2020-10","Mecanica VAL","Verano",0.99,0.91,5.93,0.85,11.24,2.85
"2020-10","Pozoz","Verano",0.99,0.91,5.93,0.84,5.52,2.97
"2020-11","Electricidad","Verano",0.99,0.91,5.93,0.85,7,2.75
"2020-11","Instrumentos","Verano",0.99,0.91,5.93,0.52,7.76,1.05
"2020-11","Mecanica VAL","Verano",0.99,0.91,5.93,1.5,7,2.7
"2020-11","Pozoz","Verano",0.99,0.91,5.93,1,7.33,2.02
"2020-12","Electricidad","Verano",0.99,0.91,5.93,0.45,4.75,3.2
"2020-12","Instrumentos","Verano",0.99,0.91,5.93,0.39,5.61,0.95
"2020-12","Linea de Mtto","Verano",0.99,0.91,5.93,0.14,4.21,0.57
"2020-12","Mecanica","Verano",0.99,0.91,5.93,0.76,9.79,1.92
"2020-12","Mecanica CBM","Verano",0.99,0.91,5.93,0.15,4.5,0.7
"2020-12","Mecanica VAL","Verano",0.99,0.91,5.93,0.51,9.75,1.83
"2020-12","Pozoz","Verano",0.99,0.91,5.93,0.87,5.22,3.13
"2020-13","Electricidad","Verano",0.99,0.91,5.93,0.58,6.53,1.67
"2020-13","Instrumentos","Verano",0.99,0.91,5.93,0.44,8.62,1.2
"2020-13","Linea de Mtto","Verano",0.99,0.91,5.93,0.05,1.52,0.2
"2020-13","Mecanica","Verano",0.99,0.91,5.93,0.78,8.42,1.63
"2020-13","Mecanica CBM","Verano",0.99,0.91,5.93,0.52,5.83,1.12
"2020-13","Mecanica VAL","Verano",0.99,0.91,5.93,0.69,12.76,2.69
"2020-13","Pozoz","Verano",0.99,0.91,5.93,0.64,4.45,2.46
"2020-14","Electricidad","Verano",0.99,0.93,5.31,0.5,5,1.3
"2020-14","Instrumentos","Verano",0.99,0.93,5.31,0.75,7,1.25
"2020-14","Linea de Mtto","Verano",0.99,0.93,5.31,0.5,16,1.5
"2020-14","Mecanica","Verano",0.99,0.93,5.31,0.86,10.9,2.24
"2020-14","Mecanica CBM","Verano",0.99,0.93,5.31,0.2,8,1
"2020-14","Mecanica VAL","Verano",0.99,0.93,5.31,0.82,10,3.15
"2020-14","Pozoz","Verano",0.99,0.93,5.31,0.67,5.33,1.63
"2020-15","Electricidad","Verano",0.99,0.93,5.31,0.77,9.77,2.48
"2020-15","Instrumentos","Verano",0.99,0.93,5.31,0.35,6.85,1.05
"2020-15","Mecanica","Verano",0.99,0.93,5.31,0.82,12.18,2.93
"2020-15","Mecanica VAL","Verano",0.99,0.93,5.31,0.86,7.89,1.86
"2020-15","Pozoz","Verano",0.99,0.93,5.31,0.83,5.01,2.8
"2020-16","Electricidad","Verano",0.99,0.93,5.31,0.92,11.82,2.66
"2020-16","Instrumentos","Verano",0.99,0.93,5.31,0.29,7.21,0.6
"2020-16","Linea de Mtto","Verano",0.99,0.93,5.31,0.7,8.67,2.37
"2020-16","Mecanica","Verano",0.99,0.93,5.31,0.71,7.95,1.85
"2020-16","Mecanica CBM","Verano",0.99,0.93,5.31,0.25,3,0.5
"2020-16","Mecanica VAL","Verano",0.99,0.93,5.31,0.57,12.08,1.96
"2020-16","Pozoz","Verano",0.99,0.93,5.31,0.75,5.94,2.84
"2020-17","Electricidad","Verano",0.99,0.93,5.31,0.6,5.5,2.55
"2020-17","Instrumentos","Verano",0.99,0.93,5.31,0.32,8.14,0.76
"2020-17","Mecanica","Verano",0.99,0.93,5.31,0.56,8.12,1.78
"2020-17","Mecanica CBM","Verano",0.99,0.93,5.31,0.26,5.78,0.8
"2020-17","Mecanica VAL","Verano",0.99,0.93,5.31,1.13,13,2.95
"2020-17","Pozoz","Verano",0.99,0.93,5.31,0.57,4.39,2.29
"2020-18","Instrumentos","Invierno",0.99,0.93,6.68,0.5,5.42,0.8
"2020-18","Instrumentos","Verano",0.99,0.93,5.31,0.5,21,1.6
"2020-18","Mecanica","Invierno",0.99,0.93,6.68,0.45,10,1.85
"2020-18","Pozoz","Invierno",0.99,0.93,6.68,0.5,6,2.7
"2020-19","Electricidad","Invierno",0.99,0.93,6.68,0.5,10,1
"2020-19","Linea de Mtto","Invierno",0.99,0.93,6.68,0.5,15,1.5
"2020-19","Mecanica","Invierno",0.99,0.93,6.68,0.71,8.11,1.87
"2020-19","Mecanica VAL","Invierno",0.99,0.93,6.68,1.5,21,4.1
"2020-2","Pozoz","Verano",0.99,0.95,5.96,0.57,4.93,4.23
"2020-20","Electricidad","Invierno",0.99,0.93,6.68,0.68,6.83,2.24
"2020-20","Instrumentos","Invierno",0.99,0.93,6.68,0.62,5.7,1.44
"2020-20","Pozoz","Invierno",0.99,0.93,6.68,0.61,3.86,2.17
"2020-21","Electricidad","Invierno",0.99,0.93,6.68,0.8,8,1.5
"2020-21","Linea de Mtto","Invierno",0.99,0.93,6.68,0.17,2.67,0.5
"2020-21","Mecanica","Invierno",0.99,0.93,6.68,0.77,9.12,2.28
"2020-21","Mecanica CBM","Invierno",0.99,0.93,6.68,0.2,8,1.3
"2020-21","Mecanica VAL","Invierno",0.99,0.93,6.68,0.81,9.35,2.32
"2020-21","Pozoz","Invierno",0.99,0.93,6.68,1.02,7.2,2.83
"2020-22","Electricidad","Invierno",0.99,0.93,6.68,0.73,9.12,1.95
"2020-22","Instrumentos","Invierno",0.99,0.95,5.35,0.38,6.84,0.62
"2020-22","Linea de Mtto","Invierno",0.99,0.93,6.68,1.33,7.93,2.15
"2020-22","Mecanica","Invierno",0.99,0.93,6.68,0.6,6.72,1.65
"2020-22","Mecanica VAL","Invierno",0.99,0.93,6.68,0.2,7,1.5
"2020-22","Pozoz","Invierno",0.99,0.94,6.34,0.61,6.53,2.45
"2020-23","Instrumentos","Invierno",0.99,0.95,5.31,0.46,4.57,0.81
"2020-23","Linea de Mtto","Invierno",0.99,0.95,5.31,1,7.33,4.3
"2020-23","Mecanica","Invierno",0.99,0.95,5.31,0.78,10.34,2.17
"2020-23","Mecanica VAL","Invierno",0.99,0.95,5.31,0.41,7,1.2
"2020-24","Electricidad","Invierno",0.99,0.95,5.31,0.4,7,1.94
"2020-24","Instrumentos","Invierno",0.99,0.95,5.31,0.2,6,0.35
"2020-24","Mecanica CBM","Invierno",0.99,0.95,5.31,0.2,6,1.4
"2020-24","Pozoz","Invierno",0.99,0.95,5.31,0.76,8.1,3.04
"2020-25","Mecanica","Invierno",0.99,0.95,5.31,0.67,7.9,1.94
"2020-25","Mecanica CBM","Invierno",0.99,0.95,5.31,0.2,5,1.6
"2020-25","Mecanica VAL","Invierno",0.99,0.95,5.31,0.5,4.5,0.75
"2020-25","Pozoz","Invierno",0.99,0.95,5.31,0.6,4,2.4
"2020-26","Electricidad","Invierno",0.99,0.95,5.31,0.43,6.67,1.53
"2020-26","Instrumentos","Invierno",0.99,0.95,5.31,0.55,6.49,1.05
"2020-26","Linea de Mtto","Invierno",0.99,0.95,5.31,0.8,1,2.8
"2020-26","Mecanica","Invierno",0.99,0.95,5.31,0.79,7,1.32
"2020-26","Mecanica CBM","Invierno",0.99,0.95,5.31,0,11,0
"2020-26","Mecanica VAL","Invierno",0.99,0.95,5.31,0.46,9.2,1.84
"2020-26","Pozoz","Invierno",0.99,0.95,5.31,0.78,5.51,1.99
"2020-27","Mecanica","Invierno",0.99,0.94,5.31,0,12,5.4
"2020-28","Instrumentos","Invierno",0.99,0.94,5.31,0.41,5.43,0.48
"2020-28","Mecanica","Invierno",0.99,0.94,5.31,0.3,2,0
"2020-28","Pozoz","Invierno",0.99,0.94,5.31,1,5,4.6
"2020-29","Electricidad","Invierno",0.99,0.94,5.31,0.31,4.89,1.24
"2020-29","Instrumentos","Invierno",0.99,0.94,5.31,0.36,6.83,1.09
"2020-29","Linea de Mtto","Invierno",0.99,0.94,5.31,2,22,1.5
"2020-29","Mecanica","Invierno",0.99,0.94,5.31,0.73,7.98,1.61
"2020-29","Mecanica VAL","Invierno",0.99,0.94,5.31,0.62,6.67,1.89
"2020-29","Pozoz","Invierno",0.99,0.94,5.31,1.35,11.5,1.75
"2020-3","Instrumentos","Verano",0.99,0.95,5.96,0.5,7,1.45
"2020-30","Electricidad","Invierno",0.99,0.94,5.31,0.71,11.98,2.6
"2020-30","Linea de Mtto","Invierno",0.99,0.94,5.31,1,6,3.2
"2020-30","Mecanica","Invierno",0.99,0.94,5.31,0.78,7.82,1.8
"2020-30","Mecanica VAL","Invierno",0.99,0.94,5.31,0.65,9.91,3.23
"2020-30","Pozoz","Invierno",0.99,0.94,5.31,0.97,7.86,3.16
"2020-31","Electricidad","Invierno",0.99,0.93,5.94,0.35,6.35,1.1
"2020-31","Pozoz","Invierno",0.99,0.92,6.58,0.3,2,1.7
"2020-32","Electricidad","Invierno",0.99,0.92,6.58,0.61,11.22,3.06
"2020-32","Mecanica","Invierno",0.99,0.92,6.58,0.75,7.81,1.78
"2020-32","Mecanica CBM","Invierno",0.99,0.92,6.58,1.2,16.1,4.1
"2020-32","Mecanica VAL","Invierno",0.99,0.92,6.58,1.1,13,2.2
"2020-32","Pozoz","Invierno",0.99,0.92,6.58,0.75,5.5,2.57
"2020-33","Instrumentos","Invierno",0.99,0.92,6.58,1.15,16,2.4
"2020-33","Mecanica","Invierno",0.99,0.92,6.58,0.5,7,1.5
"2020-33","Mecanica CBM","Invierno",0.99,0.92,6.58,0.3,5,0.9
"2020-33","Pozoz","Invierno",0.99,0.92,6.58,1,9,4
"2020-34","Electricidad","Invierno",0.99,0.92,6.58,0.62,6.2,1.59
"2020-34","Instrumentos","Invierno",0.99,0.92,6.58,0.26,3.48,0.63
"2020-34","Mecanica","Invierno",0.99,0.92,6.58,0.67,9.34,1.74
"2020-34","Mecanica CBM","Invierno",0.99,0.92,6.58,1.1,10.2,1.2
"2020-34","Mecanica VAL","Invierno",0.99,0.92,6.58,0.4,10.28,2.71
"2020-34","Pozoz","Invierno",0.99,0.92,6.58,0.76,5.15,2.5
"2020-35","Electricidad","Invierno",0.99,0.92,6.58,0.87,10.61,2.13
"2020-35","Instrumentos","Invierno",0.99,0.92,6.58,0.51,7,0.95
"2020-35","Linea de Mtto","Invierno",0.99,0.92,6.58,0.9,7.27,3.13
"2020-35","Mecanica","Invierno",0.95,0.94,6.2,0.77,4.57,0.86
"2020-35","Mecanica CBM","Invierno",0.99,0.92,6.58,1,8,1.7
"2020-35","Pozoz","Invierno",0.99,0.92,6.58,0.72,3.96,2.36
"2020-36","Electricidad","Invierno",0.95,0.94,6.2,1.05,10.75,1.6
"2020-36","Instrumentos","Invierno",0.95,0.94,6.2,0.3,4,4.9
"2020-36","Linea de Mtto","Invierno",0.95,0.94,6.2,0.35,4.25,1.15
"2020-36","Mecanica","Invierno",0.95,0.94,6.2,0.62,7.91,1.35
"2020-36","Mecanica VAL","Invierno",0.95,0.94,6.2,0.76,14.4,4.06
"2020-37","Instrumentos","Invierno",0.95,0.94,6.2,0.5,8,0
"2020-38","Instrumentos","Invierno",0.95,0.94,6.2,0.25,8.64,1.14
"2020-38","Mecanica","Invierno",0.95,0.94,6.2,0.72,7.85,1.59
"2020-38","Mecanica CBM","Invierno",0.95,0.94,6.2,0.6,12,2.1
"2020-38","Mecanica VAL","Invierno",0.95,0.94,6.2,0.8,9,3.25
"2020-38","Pozoz","Invierno",0.95,0.94,6.2,0.89,7.95,2.07
"2020-39","Electricidad","Invierno",0.95,0.94,6.2,0.7,11.1,3.23
"2020-39","Instrumentos","Invierno",0.95,0.94,6.2,0.52,6.23,1.32
"2020-39","Linea de Mtto","Invierno",0.95,0.94,6.2,0.5,8,2.4
"2020-39","Mecanica","Invierno",0.95,0.94,6.2,0.38,5.8,1.14
"2020-39","Mecanica CBM","Invierno",0.95,0.94,6.2,0.13,5,1.3
"2020-39","Mecanica VAL","Invierno",0.95,0.94,6.2,0.8,10.17,1.77
"2020-39","Pozoz","Invierno",0.95,0.94,6.2,0.78,7.67,2.62
"2020-40","Electricidad","Verano",0.96,0.96,5.87,0.6,7.73,2.92
"2020-40","Mecanica","Verano",0.96,0.96,5.87,0.1,4.5,1.5
"2020-40","Mecanica CBM","Verano",0.96,0.96,5.87,0.65,13.05,2.7
"2020-40","Mecanica VAL","Verano",0.96,0.96,5.87,0.5,11.67,3.3
"2020-40","Pozoz","Verano",0.96,0.96,5.87,0.62,8.07,3.7
"2020-41","Mecanica CBM","Verano",0.96,0.96,5.87,0.5,14,4.2
"2020-41","Pozoz","Verano",0.96,0.96,5.87,1,4,0
"2020-42","Electricidad","Verano",0.96,0.96,5.87,0.58,7.83,1.43
"2020-42","Instrumentos","Verano",0.96,0.96,5.87,0.43,6,0.73
"2020-42","Linea de Mtto","Verano",0.96,0.96,5.87,0.88,8.5,2.85
"2020-42","Mecanica","Verano",0.96,0.96,5.87,0.7,9.5,2.13
"2020-42","Mecanica CBM","Verano",0.96,0.96,5.87,0.3,2,0.2
"2020-42","Mecanica VAL","Verano",0.96,0.96,5.87,1.2,7,3
"2020-42","Pozoz","Verano",0.96,0.96,5.87,0.79,8.35,3.01
"2020-43","Electricidad","Verano",0.96,0.96,5.87,0.82,7,3.28
"2020-43","Linea de Mtto","Verano",0.96,0.96,5.87,0.8,6,1.8
"2020-43","Mecanica","Verano",0.96,0.96,5.87,0.93,15,2.3
"2020-43","Mecanica CBM","Verano",0.96,0.96,5.87,0,2,0
"2020-43","Mecanica VAL","Verano",0.96,0.96,5.87,0.9,10.5,5.45
"2020-43","Pozoz","Verano",0.96,0.96,5.87,0.25,3,0.8
"2020-44","Electricidad","Verano",0.96,0.96,5.87,0.59,7.71,1.97
"2020-44","Instrumentos","Verano",0.96,0.96,5.87,0,7,1.95
"2020-44","Linea de Mtto","Verano",0.96,0.96,5.87,0.5,11,4.7
"2020-44","Mecanica","Verano",0.97,0.95,5.7,0.74,10.81,2.14
"2020-44","Mecanica CBM","Verano",0.99,0.94,5.37,0.5,7,1.6
"2020-44","Mecanica VAL","Verano",0.97,0.95,5.66,0.4,10.71,1.9
"2020-44","Pozoz","Verano",0.96,0.96,5.87,0.83,4.86,1.63
"2020-45","Electricidad","Verano",0.99,0.94,5.37,1,14,3
"2020-45","Instrumentos","Verano",0.99,0.94,5.37,0.1,5.2,0.64
"2020-45","Linea de Mtto","Verano",0.99,0.94,5.37,0.5,4.75,2.55
"2020-45","Pozoz","Verano",0.99,0.94,5.37,0.75,4.75,1.83
"2020-46","Electricidad","Verano",0.99,0.94,5.37,0.5,16,1.5
"2020-46","Instrumentos","Verano",0.99,0.94,5.37,0.79,1.14,0.14
"2020-46","Linea de Mtto","Verano",0.99,0.94,5.37,0.2,2,1.25
"2020-46","Pozoz","Verano",0.99,0.94,5.37,0.83,8,3.07
"2020-47","Electricidad","Verano",0.99,0.94,5.37,0.76,7.4,2.82
"2020-47","Instrumentos","Verano",0.99,0.94,5.37,0.45,5.38,0.57
"2020-47","Linea de Mtto","Verano",0.99,0.94,5.37,0.45,9.5,2.35
"2020-47","Mecanica","Verano",0.99,0.94,5.37,0.98,10.17,2.35
"2020-47","Mecanica CBM","Verano",0.99,0.94,5.37,0.47,8,1.03
"2020-47","Mecanica VAL","Verano",0.99,0.94,5.37,0.93,11.62,2.14
"2020-47","Pozoz","Verano",0.99,0.94,5.37,0.75,2.5,1.35
"2020-48","Electricidad","Verano",0.99,0.94,5.37,0.67,8.77,4.23
"2020-48","Instrumentos","Verano",0.99,0.94,5.4,0.46,8.44,1.49
"2020-48","Linea de Mtto","Verano",0.99,0.94,5.37,1,6,1.6
"2020-48","Mecanica","Verano",0.99,0.94,5.37,0.53,4.83,0.9
"2020-48","Mecanica VAL","Verano",0.99,0.95,5.44,1.02,13.6,2.3
"2020-48","Pozoz","Verano",0.99,0.94,5.37,0.59,3.62,1.51
"2020-49","Electricidad","Verano",1,0.96,5.71,0.48,7.38,1.68
"2020-49","Instrumentos","Verano",1,0.96,5.71,0.55,6.5,1.2
"2020-49","Linea de Mtto","Verano",1,0.96,5.71,0.5,6,2.6
"2020-49","Mecanica","Verano",1,0.96,5.71,0.5,7,1.5
"2020-49","Pozoz","Verano",1,0.96,5.71,0.82,6.56,1.96
"2020-5","Instrumentos","Verano",0.99,0.94,5.39,0.25,6.4,0.75
"2020-50","Electricidad","Verano",1,0.96,5.71,0.67,8.33,2.23
"2020-50","Instrumentos","Verano",1,0.96,5.71,0.38,6.85,0.81
"2020-50","Pozoz","Verano",1,0.96,5.71,0.85,5.21,2.24
"2020-51","Electricidad","Verano",1,0.96,5.71,0.52,8.42,1.9
"2020-51","Instrumentos","Verano",1,0.96,5.71,0.5,5,1.3
"2020-51","Mecanica","Verano",1,0.96,5.71,0.74,9.78,1.83
"2020-51","Mecanica CBM","Verano",1,0.96,5.71,0.6,7,1.7
"2020-51","Mecanica VAL","Verano",1,0.96,5.71,0.57,9.07,1.89
"2020-51","Pozoz","Verano",1,0.96,5.71,0.96,6.2,2.72
"2020-52","Electricidad","Verano",1,0.96,5.71,0.23,10.6,2.64
"2020-52","Instrumentos","Verano",1,0.96,5.71,0.15,6.2,0.59
"2020-52","Linea de Mtto","Verano",1,0.96,5.71,0.9,12.67,2.9
"2020-52","Mecanica","Verano",1,0.96,5.71,0.48,9,1.95
"2020-52","Mecanica CBM","Verano",1,0.96,5.71,0.13,2,0.6
"2020-52","Mecanica VAL","Verano",1,0.96,5.71,0.87,14.17,3
"2020-52","Pozoz","Verano",1,0.96,5.71,0.54,3.64,1.76
"2020-53","Mecanica VAL","Verano",1,0.96,5.71,2,7,5
"2020-6","Electricidad","Verano",0.99,0.94,5.39,0.46,8.48,2.23
"2020-6","Mecanica CBM","Verano",0.99,0.94,5.39,0.33,3.43,0.37
"2020-6","Pozoz","Verano",0.99,0.94,5.39,1.25,10,1.85
"2020-7","Electricidad","Verano",0.99,0.94,5.39,0.9,7.83,2.85
"2020-7","Mecanica","Verano",0.99,0.94,5.39,0.78,7.8,2.96
"2020-7","Mecanica CBM","Verano",0.99,0.94,5.39,0.49,6.47,1.39
"2020-7","Mecanica VAL","Verano",0.99,0.94,5.39,0.52,7.08,1.6
"2020-7","Pozoz","Verano",0.99,0.94,5.39,1.1,4.13,2.99
"2020-8","Electricidad","Verano",0.99,0.94,5.39,0.66,7.19,2.14
"2020-8","Instrumentos","Verano",0.99,0.94,5.39,0.57,7.63,1.38
"2020-8","Linea de Mtto","Verano",0.99,0.94,5.39,0.62,7.68,2.41
"2020-8","Mecanica","Verano",0.99,0.94,5.39,0.84,9.74,2.1
"2020-8","Mecanica CBM","Verano",0.99,0.94,5.39,0.56,7.54,1.44
"2020-8","Mecanica VAL","Verano",0.99,0.94,5.39,0.74,10.49,2.36
"2020-8","Pozoz","Verano",0.99,0.94,5.39,0.84,5.64,2.79
"2020-9","Electricidad","Verano",0.99,0.91,5.93,0.75,7.05,1.25
"2020-9","Instrumentos","Verano",0.99,0.92,5.86,0.46,7.77,0.99
"2020-9","Linea de Mtto","Verano",0.99,0.94,5.39,0.5,8.5,2.75
"2020-9","Mecanica","Verano",0.99,0.93,5.57,0.52,7.56,2.61
"2020-9","Mecanica VAL","Verano",0.99,0.91,5.88,0.78,10.56,2.27
"2020-9","Pozoz","Verano",0.99,0.93,5.63,0.78,5.87,2.4
"2021-1","Electricidad","Verano",1,0.97,6.48,0.9,7,3.9
"2021-1","Linea de Mtto","Verano",1,0.97,6.48,1.04,8.71,4.03
"2021-1","Mecanica","Verano",1,0.97,6.48,1,9.5,1.75
"2021-1","Pozoz","Verano",1,0.97,6.48,0.5,7,1.5
"2021-10","Electricidad","Verano",1,0.96,6.25,0.85,7.2,1.93
"2021-10","Pozoz","Verano",1,0.96,6.25,0.56,7.62,1.47
"2021-11","Electricidad","Verano",1,0.96,6.25,0.9,9.43,2.76
"2021-11","Mecanica CBM","Verano",1,0.96,6.25,0.05,5,0.75
"2021-11","Pozoz","Verano",1,0.96,6.25,1,6,1.2
"2021-12","Instrumentos","Verano",1,0.96,6.25,0.32,8.8,1.4
"2021-12","Linea de Mtto","Verano",1,0.96,6.25,0.5,10,5
"2021-12","Mecanica","Verano",1,0.96,6.25,0.64,8.45,1.9
"2021-12","Mecanica VAL","Verano",1,0.96,6.25,0.45,10.64,2.73
"2021-13","Electricidad","Verano",1,0.96,6.25,0.21,6.67,1.3
"2021-13","Instrumentos","Verano",1,0.96,6.25,0.2,7,1
"2021-13","Pozoz","Verano",1,0.96,6.25,1.12,6.5,2.15
